"name","gender","country_id","probability","count"
"Wolfgang","male","DE","1",68
"Wolfsberg",NA,"DE",NA,NA
"Wols",NA,"DE",NA,NA
"Yva",NA,"DE",NA,NA
"Yvonne","female","DE","0.98",66
"Aage",NA,"DK",NA,NA
"Arne","male","DK","1",12
"Asger","male","DK","1",3
"Axel","male","DK","1",1
"Bago",NA,"DK",NA,NA
"Bent","male","DK","1",16
"Bjorn",NA,"DK",NA,NA
"Carl","male","DK","1",5
"Coloplast",NA,"DK",NA,NA
"Egill",NA,"DK",NA,NA
"Ejler","male","DK","1",1
"Else","female","DK","1",11
"Eric","male","DK","1",1
"Erik","male","DK","1",35
"Finn","male","DK","1",28
"Flemming","male","DK","1",50
"Gabriel","male","DK","1",1
"Godtfred","male","DK","1",1
"Grete","female","DK","1",4
"Gunnar","male","DK","1",3
"Hans","male","DK","0.96",24
"Helge","male","DK","1",2
"Henning","male","DK","1",14
"Henry","male","DK","1",2
"Herbert",NA,"DK",NA,NA
"Holger","male","DK","1",1
"Hân",NA,"DK",NA,NA
"Ibi",NA,"DK",NA,NA
"Jacob","male","DK","1",74
"Jakob","male","DK","0.98",50
"Jan","male","DK","1",78
"Jens","male","DK","1",84
"Jesper","male","DK","1",154
"Joachim","male","DK","1",10
"Johannes","male","DK","1",9
"Johs","male","DK","1",1
"Jorgen",NA,"DK",NA,NA
"K",NA,"DK",NA,NA
"Karin","female","DK","1",29
"Kirstine","female","DK","1",7
"Knud","male","DK","1",13
"Kristian","male","DK","1",90
"Kurt","male","DK","1",17
"Lars","male","DK","1",105
"Louise","female","DK","1",171
"Mads","male","DK","0.99",147
"Magnus","male","DK","1",11
"Mathias","male","DK","1",44
"Mogens","male","DK","1",39
"Nicolas","male","DK","1",1
"Niels","male","DK","1",131
"Olafur",NA,"DK",NA,NA
"Palle","male","DK","1",18
"Per","male","DK","0.98",66
"Peter","male","DK","1",111
"Poul","male","DK","1",24
"Richard",NA,"DK",NA,NA
"Roald",NA,"DK",NA,NA
"SUPERFLEX",NA,"DK",NA,NA
"Sergej",NA,"DK",NA,NA
"Sigurd",NA,"DK",NA,NA
"Sonja","female","DK","1",6
"Stig","male","DK","1",9
"Susanne","female","DK","1",108
"Sven","male","DK","1",4
"Svend","male","DK","1",13
"Thomas","male","DK","0.99",198
"Torben","male","DK","1",52
"Troels","male","DK","1",24
"Various",NA,"DK",NA,NA
"Verner","male","DK","1",2
"Willy","male","DK","1",1
"Jüri","male","EE","1",1
"Louis",NA,"EE",NA,NA
"Raul","male","EE","1",1
"A","female","ES","0.5",2
"America","female","ES","1",6
"Andrés","male","ES","0.99",222
"Antoni","male","ES","1",5
"Antonio","male","ES","0.99",328
"Arribas",NA,"ES",NA,NA
"Arteche",NA,"ES",NA,NA
"Arturo","male","ES","1",88
"Bigas",NA,"ES",NA,NA
"Boni","male","ES","1",2
"Carme","female","ES","1",10
"Cañavate",NA,"ES",NA,NA
"Chema","male","ES","1",72
"Doroteo",NA,"ES",NA,NA
"Lida",NA,"AF",NA,NA
"Massoud",NA,"AF",NA,NA
"Arshile",NA,"AM",NA,NA
"Héctor",NA,"AR",NA,NA
"Jaime",NA,"AR",NA,NA
"Jorge",NA,"AR",NA,NA
"Juan",NA,"AR",NA,NA
"Julio",NA,"AR",NA,NA
"Leandro",NA,"AR",NA,NA
"León",NA,"AR",NA,NA
"Libero",NA,"AR",NA,NA
"Lidy",NA,"AR",NA,NA
"Liliana",NA,"AR",NA,NA
"Miguel",NA,"AR",NA,NA
"Nicola",NA,"AR",NA,NA
"Nicolas",NA,"AR",NA,NA
"Nélida",NA,"AR",NA,NA
"Onofrio",NA,"AR",NA,NA
"Oscar",NA,"AR",NA,NA
"Osvaldo",NA,"AR",NA,NA
"Oswaldo",NA,"AR",NA,NA
"Pablo",NA,"AR",NA,NA
"Paula",NA,"AR",NA,NA
"Perez",NA,"AR",NA,NA
"Raquel",NA,"AR",NA,NA
"Raúl",NA,"AR",NA,NA
"Ricardo",NA,"AR",NA,NA
"Rirkrit",NA,"AR",NA,NA
"Roberto",NA,"AR",NA,NA
"Rodolfo",NA,"AR",NA,NA
"Rodrigo",NA,"AR",NA,NA
"Rogelio",NA,"AR",NA,NA
"Rómulo",NA,"AR",NA,NA
"Zeigam",NA,"AZ",NA,NA
"Marc",NA,"BY",NA,NA
"Eduardo","male","ES","0.99",192
"Elena","female","ES","0.99",146
"Enric","male","ES","1",12
"Enrique","male","ES","1",112
"Ernesto","male","ES","1",56
"Esteban","male","ES","1",72
"Ester","female","ES","1",38
"Eugene",NA,"ES",NA,NA
"Eusebio","male","ES","1",7
"Federico","male","ES","1",36
"Fernando","male","ES","1.00",236
"Francesc","male","ES","1.00",27
"Francisco","male","ES","1.00",239
"Gerardo","male","ES","1.00",51
"I",NA,"ES",NA,NA
"Ismael","male","ES","1.00",62
"J","male","ES","1.00",7
"Jaume","male","ES","0.98",41
"Javier","male","ES","1.00",426
"Jesús",NA,"ES",NA,NA
"Joan","male","ES","1.00",87
"Jordi","male","ES","1.00",172
"Jorge","male","ES","1.00",446
"Jose","male","ES","0.99",591
"Josep","male","ES","1.00",58
"José",NA,"ES",NA,NA
"Juan","male","ES","1.00",487
"Julio","male","ES","0.99",120
"Juvenal","male","ES","1.00",1
"Lorenzo","male","ES","1.00",13
"Luis","male","ES","1.00",473
"Manolo","male","ES","1.00",30
"Manuel","male","ES","1.00",334
"Mariano","male","ES","1.00",40
"Marti","male","ES","0.80",15
"Martín",NA,"ES",NA,NA
"Mauricio","male","ES","1.00",85
"Melendreras",NA,"ES",NA,NA
"Miguel","male","ES","1.00",284
"Miquel","male","ES","1.00",24
"Modest",NA,"ES",NA,NA
"Oliva","female","ES","1.00",1
"Oliver","male","ES","1.00",50
"Oscar","male","ES","1.00",218
"Pablo","male","ES","1.00",286
"Patricia","female","ES","1.00",220
"Paul","male","ES","1.00",8
"Pedrero",NA,"ES",NA,NA
"Pedro","male","ES","1.00",250
"Pere","male","ES","1.00",26
"Rafael","male","ES","1.00",145
"Renan","male","ES","1.00",1
"Riba",NA,"ES",NA,NA
"Ricardo","male","ES","1.00",202
"Salvador","male","ES","1.00",41
"Santiago","male","ES","1.00",101
"Susana","female","ES","0.99",109
"Teo","male","ES","1.00",5
"Teresa","female","ES","0.99",73
"Tontsere",NA,"ES",NA,NA
"Victor","male","ES","1.00",207
"Victoria","female","ES","0.98",46
"Vincente",NA,"ES",NA,NA
"Wila",NA,"ES",NA,NA
"Xirinin",NA,"ES",NA,NA
"Zush",NA,"ES",NA,NA
"Aarne","male","FI","1.00",1
"Aino","female","FI","1.00",17
"Aki","male","FI","1.00",10
"Akseli","male","FI","1.00",2
"Alvar",NA,"FI",NA,NA
"Antti","male","FI","1.00",87
"Bertel",NA,"FI",NA,NA
"Dora","female","FI","1.00",1
"Eero","male","FI","1.00",15
"Eija","female","FI","1.00",14
"Gunnel",NA,"FI",NA,NA
"Göran",NA,"FI",NA,NA
"Harri","male","FI","1.00",17
"Janne","male","FI","1.00",102
"Jean",NA,"FI",NA,NA
"Jukka","male","FI","1.00",52
"Jyrki","male","FI","1.00",5
"Kaj","male","FI","1.00",2
"Kari","male","FI","1.00",30
"Maria","female","FI","1.00",35
"Marja","female","FI","1.00",21
"Mauritz",NA,"FI",NA,NA
"Nanny",NA,"FI",NA,NA
"Olli","male","FI","1.00",16
"Olof",NA,"FI",NA,NA
"Pentti","male","FI","1.00",11
"Pia","female","FI","1.00",20
"Riiko",NA,"FI",NA,NA
"Ritva","female","FI","1.00",8
"Saara","female","FI","1.00",17
"Stockmarr",NA,"FI",NA,NA
"Tapio","male","FI","1.00",21
"Timo","male","FI","1.00",70
"Tom","male","FI","1.00",1
"Valto",NA,"FI",NA,NA
"Yrjö",NA,"FI",NA,NA
"A",NA,"FR",NA,NA
"Abram",NA,"FR",NA,NA
"Achille","male","FR","1.00",1
"Achilles",NA,"FR",NA,NA
"Adolf",NA,"FR",NA,NA
"Adolphe",NA,"FR",NA,NA
"Adrien","male","FR","1.00",184
"Alain","male","FR","1.00",294
"Albert","male","FR","1.00",38
"Alexandre","male","FR","1.00",487
"Alfred","male","FR","1.00",4
"Alice","female","FR","1.00",127
"Alphonse","male","FR","1.00",3
"Amédée",NA,"FR",NA,NA
"Andreas","male","FR","1.00",7
"André",NA,"FR",NA,NA
"Annette","female","FR","1.00",12
"Antoine","male","FR","1.00",287
"Antonin","male","FR","1.00",22
"Aristide","male","FR","1.00",7
"Arman",NA,"FR",NA,NA
"Armand","male","FR","1.00",10
"Arnaud","male","FR","0.99",331
"Arsène",NA,"FR",NA,NA
"Atelier",NA,"FR",NA,NA
"Auguste","male","FR","0.75",4
"Axel","male","FR","0.95",58
"Bacard",NA,"FR",NA,NA
"Balthus",NA,"FR",NA,NA
"Bernar",NA,"FR",NA,NA
"Bernard","male","FR","1.00",143
"Bertall",NA,"FR",NA,NA
"Berthe","female","FR","1.00",2
"Berthold",NA,"FR",NA,NA
"Bertrand","male","FR","0.98",104
"Blanc","male","FR","1.00",1
"Bouchra","female","FR","1.00",37
"Bouillon",NA,"FR",NA,NA
"Boutrou",NA,"FR",NA,NA
"Braun","female","FR","1.00",1
"Brice","male","FR","1.00",61
"Bruno","male","FR","1.00",212
"Camille","female","FR","0.91",369
"Carole","female","FR","1.00",232
"Caroline","female","FR","1.00",366
"Catherine","female","FR","1.00",330
"Cause",NA,"FR",NA,NA
"Cazals",NA,"FR",NA,NA
"Cedric","male","FR","1.00",360
"Ch","male","FR","1.00",3
"Chaim",NA,"FR",NA,NA
"Charles","male","FR","0.99",151
"Chas",NA,"FR",NA,NA
"Chris","male","FR","0.72",130
"Christian","male","FR","1.00",249
"Christophe","male","FR","0.99",522
"Claire","female","FR","1.00",326
"Claude","male","FR","0.86",161
"Clementine","female","FR","1.00",55
"Clovis","male","FR","1.00",6
"Colette","female","FR","1.00",34
"Coulon",NA,"FR",NA,NA
"Cyprien","male","FR","1.00",7
"Cédric",NA,"FR",NA,NA
"César",NA,"FR",NA,NA
"Dagron",NA,"FR",NA,NA
"Damien","male","FR","1.00",251
"Daniel","male","FR","1.00",213
"Denis","male","FR","1.00",124
"Dominique","female","FR","0.60",265
"Dornac",NA,"FR",NA,NA
"Décolletage",NA,"FR",NA,NA
"Démétrius",NA,"FR",NA,NA
"E",NA,"FR",NA,NA
"Edme",NA,"FR",NA,NA
"Edmond","male","FR","1.00",4
"Edouard","male","FR","1.00",55
"Eli","female","FR","0.90",10
"Elliott","male","FR","1.00",2
"Emile","male","FR","0.89",9
"Emilio","male","FR","1.00",2
"Enrique","male","FR","1.00",2
"Eric","male","FR","1.00",527
"Erick","male","FR","0.93",15
"Ernest","male","FR","0.86",7
"Erwin",NA,"FR",NA,NA
"Etienne","male","FR","1.00",89
"Eugène",NA,"FR",NA,NA
"Eugéne",NA,"FR",NA,NA
"Euzhan",NA,"FR",NA,NA
"F",NA,"FR",NA,NA
"Fabrice","male","FR","1.00",191
"Felix","male","FR","1.00",30
"Ferdinand","male","FR","1.00",4
"Fernand","male","FR","1.00",10
"Firmin","male","FR","1.00",2
"Flaminaire",NA,"FR",NA,NA
"Francis","male","FR","1.00",104
"Franck","male","FR","1.00",255
"Francois","male","FR","1.00",365
"François",NA,"FR",NA,NA
"Françoise",NA,"FR",NA,NA
"Frédéric",NA,"FR",NA,NA
"Félix",NA,"FR",NA,NA
"G",NA,"FR",NA,NA
"Gabriel","male","FR","1.00",102
"Gary","male","FR","1.00",8
"Gaspard","male","FR","1.00",5
"Gaston","male","FR","1.00",8
"Geneviève",NA,"FR",NA,NA
"George","male","FR","0.83",6
"Georges","male","FR","0.98",65
"Gerard","male","FR","1.00",120
"Germaine","female","FR","1.00",4
"Geza",NA,"FR",NA,NA
"Gilles","male","FR","1.00",142
"Gina","female","FR","1.00",8
"Gottlob",NA,"FR",NA,NA
"Grapus",NA,"FR",NA,NA
"Guillaume","male","FR","1.00",563
"Gustave","male","FR","1.00",1
"Guy","male","FR","1.00",78
"Gérald",NA,"FR",NA,NA
"Gérard",NA,"FR",NA,NA
"H","male","FR","1.00",1
"Harry","male","FR","1.00",7
"Hector","male","FR","1.00",4
"Henri","male","FR","1.00",36
"Henriette","female","FR","1.00",8
"Henry","male","FR","1.00",10
"Hermine","female","FR","1.00",3
"Hilaire",NA,"FR",NA,NA
"Hippolyte",NA,"FR",NA,NA
"Honoré",NA,"FR",NA,NA
"Huguette","female","FR","1.00",9
"Izis",NA,"FR",NA,NA
"J",NA,"FR",NA,NA
"Jacqueline","female","FR","0.99",78
"Jacques","male","FR","0.99",129
"Jane","female","FR","1.00",17
"Jean","male","FR","0.99",241
"Jeanne","female","FR","1.00",74
"John","male","FR","0.99",106
"Joseph","male","FR","1.00",47
"Jouineau",NA,"FR",NA,NA
"Joël",NA,"FR",NA,NA
"Jules","male","FR","0.98",43
"Julien","male","FR","1.00",850
"Jöelle",NA,"FR",NA,NA
"Kader","male","FR","1.00",13
"Kees",NA,"FR",NA,NA
"Ker","female","FR","1.00",1
"L","male","FR","1.00",2
"Laure","female","FR","1.00",137
"Le","female","FR","0.50",2
"Lebegue",NA,"FR",NA,NA
"Lege",NA,"FR",NA,NA
"Leon","male","FR","0.78",9
"Lobel",NA,"FR",NA,NA
"Louis","male","FR","0.99",137
"Louise","female","FR","1.00",75
"Luc","male","FR","1.00",123
"Lucien","male","FR","1.00",15
"Léo",NA,"FR",NA,NA
"Léon",NA,"FR",NA,NA
"Léopold",NA,"FR",NA,NA
"M","female","FR","0.67",3
"Mansard",NA,"FR",NA,NA
"Manuel","male","FR","0.98",63
"Marc","male","FR","0.99",297
"Marcel","male","FR","1.00",43
"Marcelle","female","FR","1.00",8
"Marguerite","female","FR","1.00",14
"Marie","female","FR","0.99",776
"Marine","female","FR","1.00",277
"Mario","male","FR","0.92",26
"Marisol","female","FR","1.00",1
"Marquis",NA,"FR",NA,NA
"Martial","male","FR","1.00",21
"Martin","male","FR","1.00",157
"Martine","female","FR","0.99",207
"Maréchal",NA,"FR",NA,NA
"Mathieu","male","FR","1.00",324
"Matias","male","FR","1.00",3
"Maurice","male","FR","0.91",22
"Max","male","FR","0.98",98
"Maxime","male","FR","1.00",403
"Maximilian",NA,"FR",NA,NA
"Maxine","female","FR","1.00",3
"Melik","male","FR","1.00",2
"Michel","male","FR","0.99",356
"Misti",NA,"FR",NA,NA
"Monsieur",NA,"FR",NA,NA
"Morillon",NA,"FR",NA,NA
"Nadar",NA,"FR",NA,NA
"Narcisse","male","FR","1.00",3
"Nicolas","male","FR","1.00",897
"Niki",NA,"FR",NA,NA
"Noémi",NA,"FR",NA,NA
"Odette","female","FR","1.00",9
"Odilon","male","FR","1.00",1
"Olivier","male","FR","1.00",509
"Olympe","female","FR","1.00",2
"Ossip",NA,"FR",NA,NA
"Othon",NA,"FR",NA,NA
"Otto",NA,"FR",NA,NA
"P",NA,"FR",NA,NA
"Pascale","female","FR","1.00",102
"Pathé",NA,"FR",NA,NA
"Patrice","male","FR","1.00",118
"Patrick","male","FR","1.00",331
"Paul","male","FR","0.99",187
"Philibert","male","FR","0.80",5
"Philippe","male","FR","0.99",413
"Photographie",NA,"FR",NA,NA
"Pierre","male","FR","0.99",447
"Pierrette","female","FR","1.00",23
"R",NA,"FR",NA,NA
"Raoul","male","FR","1.00",10
"Raphael","male","FR","1.00",175
"Raymond","male","FR","1.00",22
"Raymonde","female","FR","1.00",8
"René",NA,"FR",NA,NA
"Robert","male","FR","0.97",71
"Rocher",NA,"FR",NA,NA
"Rodolphe","male","FR","1.00",30
"Roger","male","FR","1.00",50
"Roland","male","FR","1.00",27
"Romain","male","FR","1.00",431
"Roman","male","FR","1.00",9
"Régis",NA,"FR",NA,NA
"S",NA,"FR",NA,NA
"Saint",NA,"FR",NA,NA
"Sam","male","FR","0.76",75
"Sarkis",NA,"FR",NA,NA
"Sebastián",NA,"FR",NA,NA
"Serge","male","FR","0.99",104
"Sophie","female","FR","1.00",623
"Stephany","female","FR","1.00",2
"Stéphane",NA,"FR",NA,NA
"Suzanne","female","FR","1.00",37
"Sylvain","male","FR","1.00",238
"Séraphine",NA,"FR",NA,NA
"Tancrède",NA,"FR",NA,NA
"Taupin",NA,"FR",NA,NA
"Terry","male","FR","0.92",12
"Theo","male","FR","0.97",73
"Theodore","male","FR","1.00",5
"Thierry","male","FR","0.99",261
"Théodore",NA,"FR",NA,NA
"Théophile",NA,"FR",NA,NA
"Toni","male","FR","1.00",9
"V",NA,"FR",NA,NA
"Valdo",NA,"FR",NA,NA
"Valentine","female","FR","1.00",55
"Vallauris",NA,"FR",NA,NA
"Valère",NA,"FR",NA,NA
"Valérie",NA,"FR",NA,NA
"Various",NA,"FR",NA,NA
"Vincent","male","FR","0.99",494
"Yto",NA,"FR",NA,NA
"Yvaral",NA,"FR",NA,NA
"Yves","male","FR","1.00",119
"Zao",NA,"FR",NA,NA
"interware",NA,"FR",NA,NA
"matali",NA,"FR",NA,NA
"Édouard",NA,"FR",NA,NA
"Émile",NA,"FR",NA,NA
"Éric",NA,"FR",NA,NA
"Étienne",NA,"FR",NA,NA
"A","male","GB","0.60",5
"Abram",NA,"GB",NA,NA
"Adam","male","GB","1.00",816
"Adrian","male","GB","0.98",191
"Alan","male","GB","1.00",378
"Albert","male","GB","0.97",30
"Alex","male","GB","0.85",847
"Alexander","male","GB","1.00",158
"Alfred","male","GB","1.00",27
"Algernon","male","GB","1.00",1
"Allan","male","GB","1.00",86
"Allen","male","GB","0.97",36
"Alun","male","GB","1.00",5
"Amanda","female","GB","1.00",479
"Andrew","male","GB","1.00",1113
"Angus","male","GB","1.00",15
"Ann","female","GB","1.00",328
"Anna","female","GB","1.00",511
"Anthony","male","GB","1.00",419
"Archibald",NA,"GB",NA,NA
"Armando","male","GB","1.00",11
"Ashley","male","GB","0.56",396
"Atelier",NA,"GB",NA,NA
"Aubrey","female","GB","0.88",8
"Augustus",NA,"GB",NA,NA
"Austin","male","GB","0.96",27
"Barbara","female","GB","0.99",191
"Barnett",NA,"GB",NA,NA
"Barney","male","GB","1.00",11
"Barry","male","GB","0.99",138
"Basil","male","GB","1.00",3
"Beath",NA,"GB",NA,NA
"Ben","male","GB","0.99",892
"Benjamin","male","GB","1.00",123
"Berger",NA,"GB",NA,NA
"Bernard","male","GB","1.00",41
"Bill","male","GB","0.99",115
"Brian","male","GB","1.00",372
"Bridget","female","GB","1.00",47
"Brown",NA,"GB",NA,NA
"Bruce","male","GB","1.00",111
"Bryan","male","GB","0.99",128
"Brynhild",NA,"GB",NA,NA
"C",NA,"GB",NA,NA
"Captain","male","GB","1.00",1
"Carpenter",NA,"GB",NA,NA
"Ceal",NA,"GB",NA,NA
"Cecil","male","GB","1.00",5
"Cecily","female","GB","1.00",3
"Cedric","male","GB","1.00",13
"Ceri","female","GB","0.93",58
"Cerith","male","GB","1.00",1
"Chad","male","GB","1.00",37
"Charles","male","GB","0.99",152
"Charlie","male","GB","0.70",228
"Chris","male","GB","0.94",1453
"Christian","male","GB","0.98",131
"Christopher","male","GB","0.99",282
"Claire","female","GB","1.00",817
"Clare","female","GB","1.00",247
"Claud",NA,"GB",NA,NA
"Claude","male","GB","0.67",3
"Clement","male","GB","1.00",13
"Clive","male","GB","1.00",51
"Colin","male","GB","0.98",260
"Conrad","male","GB","1.00",6
"Cornelia","female","GB","1.00",1
"Craigie",NA,"GB",NA,NA
"Crispin","male","GB","1.00",3
"Cudsen",NA,"GB",NA,NA
"Curtis","male","GB","1.00",16
"Cyril","male","GB","1.00",28
"Dacres",NA,"GB",NA,NA
"Damien","male","GB","0.98",61
"Daniel","male","GB","0.99",863
"Danny","male","GB","0.99",233
"Darren","male","GB","0.99",297
"Dave","male","GB","1.00",599
"David","male","GB","0.99",1639
"Deidre","female","GB","1.00",2
"Derek","male","GB","0.99",136
"Dick","male","GB","1.00",8
"Don","male","GB","1.00",64
"Donald","male","GB","1.00",22
"Donia",NA,"GB",NA,NA
"Dora","female","GB","1.00",9
"Douglas","male","GB","1.00",43
"Dr",NA,"GB",NA,NA
"Dryden",NA,"GB",NA,NA
"Dudley","male","GB","1.00",1
"Duncan","male","GB","1.00",79
"E",NA,"GB",NA,NA
"Eadweard",NA,"GB",NA,NA
"Eckersley",NA,"GB",NA,NA
"Ed","male","GB","0.99",105
"Edgar","male","GB","1.00",13
"Edna","female","GB","1.00",20
"Eduardo","male","GB","1.00",14
"Edward","male","GB","1.00",80
"Edwin","male","GB","1.00",49
"Elisabeth","female","GB","1.00",60
"Elizabeth","female","GB","1.00",269
"Eric","male","GB","0.99",162
"Ernest","male","GB","1.00",12
"Eve","female","GB","1.00",40
"Ewan","male","GB","1.00",18
"F","male","GB","1.00",1
"FM",NA,"GB",NA,NA
"Fallon","female","GB","1.00",1
"Fiona","female","GB","1.00",310
"Ford",NA,"GB",NA,NA
"Foster","female","GB","1.00",1
"Fougasse",NA,"GB",NA,NA
"Francis","male","GB","1.00",48
"Frank","male","GB","1.00",84
"Freddie","male","GB","0.95",22
"Frederick","male","GB","1.00",22
"G","male","GB","1.00",1
"Gareth","male","GB","1.00",268
"Garth","male","GB","1.00",6
"Gary","male","GB","1.00",419
"Gavin","male","GB","1.00",221
"Geoffrey","male","GB","1.00",28
"George","male","GB","0.99",311
"Georgina","female","GB","1.00",165
"Gerald","male","GB","1.00",31
"Gerland",NA,"GB",NA,NA
"Gilbert","male","GB","1.00",9
"Gillian","female","GB","1.00",132
"Glen","male","GB","0.91",76
"Glenn","male","GB","1.00",96
"Gordon","male","GB","1.00",100
"Graham","male","GB","1.00",254
"Grayson","male","GB","0.67",3
"Grenville",NA,"GB",NA,NA
"Grey","male","GB","1.00",1
"Guy","male","GB","1.00",84
"Gwen","female","GB","1.00",19
"H",NA,"GB",NA,NA
"Hal","male","GB","0.91",11
"Hamish","male","GB","1.00",12
"Hans","male","GB","1.00",14
"Harold","male","GB","1.00",6
"Harry","male","GB","0.99",180
"Harvey","male","GB","1.00",27
"Hayley","female","GB","1.00",327
"Helen","female","GB","1.00",674
"Henry","male","GB","1.00",110
"Herbert","male","GB","1.00",3
"Herry",NA,"GB",NA,NA
"Hill",NA,"GB",NA,NA
"Hipgnosis",NA,"GB",NA,NA
"Howard","male","GB","1.00",59
"Hubert","male","GB","1.00",2
"Hugh","male","GB","1.00",39
"Humphrey","male","GB","1.00",2
"Hurvin",NA,"GB",NA,NA
"Iain","male","GB","1.00",117
"Ian","male","GB","1.00",676
"Ide","female","GB","1.00",1
"Isaac","male","GB","1.00",33
"Ithell",NA,"GB",NA,NA
"Ivan","male","GB","1.00",57
"Ivor","male","GB","1.00",6
"J","male","GB","1.00",2
"Jack","male","GB","1.00",551
"Jacqueline","female","GB","1.00",115
"James","male","GB","1.00",1413
"Jamie","male","GB","0.88",468
"Jasper","male","GB","1.00",25
"Jeremy","male","GB","1.00",151
"Jim","male","GB","0.99",176
"Joe","male","GB","0.99",559
"Joey","male","GB","0.66",59
"John","male","GB","1.00",1297
"Jonathan","male","GB","1.00",397
"Joseph","male","GB","1.00",239
"Josephine","female","GB","1.00",50
"Josiah","male","GB","0.80",5
"Julia","female","GB","1.00",315
"Julian","male","GB","0.99",78
"Julien","male","GB","0.93",15
"June","female","GB","0.94",118
"Jussuff",NA,"GB",NA,NA
"Justin","male","GB","0.99",224
"Kate","female","GB","0.98",550
"Keith","male","GB","0.99",200
"Ken","male","GB","0.99",168
"Kenneth","male","GB","1.00",63
"Kevin","male","GB","1.00",462
"Klara","female","GB","1.00",9
"Langlands",NA,"GB",NA,NA
"Larry","male","GB","1.00",45
"Laurence","male","GB","0.82",56
"Lawrence","male","GB","1.00",57
"Leon","male","GB","0.98",81
"Leonora","female","GB","1.00",1
"Leslie","male","GB","0.62",50
"Lewis","male","GB","1.00",150
"Liam","male","GB","0.99",326
"Linder",NA,"GB",NA,NA
"Linnaeus",NA,"GB",NA,NA
"Lionel","male","GB","1.00",13
"Liza","female","GB","1.00",23
"Llewellyn","male","GB","1.00",2
"Louise","female","GB","1.00",412
"Lucy","female","GB","0.92",416
"Lynette","female","GB","1.00",42
"Lynn","female","GB","0.99",164
"Lynne","female","GB","1.00",99
"Mackay",NA,"GB",NA,NA
"Malcolm","male","GB","1.00",64
"Marc","male","GB","1.00",225
"Mark","male","GB","1.00",1354
"Marlow",NA,"GB",NA,NA
"Martin","male","GB","1.00",528
"Martyn","male","GB","1.00",72
"Mary","female","GB","1.00",263
"Matthew","male","GB","1.00",614
"Maureen","female","GB","1.00",97
"Maurice","male","GB","1.00",27
"Max","male","GB","0.98",126
"Melanie","female","GB","1.00",218
"Mercer",NA,"GB",NA,NA
"Merlyn",NA,"GB",NA,NA
"Mervyn","male","GB","1.00",4
"Michael","male","GB","1.00",1247
"Mick","male","GB","1.00",89
"Mike","male","GB","0.99",512
"Muirhead",NA,"GB",NA,NA
"Nathan","male","GB","1.00",385
"Neal","male","GB","1.00",13
"Neville","male","GB","1.00",42
"Nicholas","male","GB","0.99",137
"Nick","male","GB","1.00",584
"Nicola","female","GB","0.99",431
"Nicolas","male","GB","1.00",57
"Nigel","male","GB","1.00",113
"Norman","male","GB","1.00",49
"Oliver","male","GB","0.99",155
"Oscar","male","GB","0.98",47
"Owen","male","GB","0.99",67
"Pamela","female","GB","1.00",142
"Pat","female","GB","0.69",108
"Patrick","male","GB","1.00",250
"Paul","male","GB","0.99",1349
"Payne",NA,"GB",NA,NA
"Percy","male","GB","1.00",4
"Peter","male","GB","0.99",738
"Phil","male","GB","0.99",291
"Philip","male","GB","0.99",172
"Pratibha",NA,"GB",NA,NA
"Prunella",NA,"GB",NA,NA
"Rachel","female","GB","1.00",805
"Rackstraw",NA,"GB",NA,NA
"Ralph","male","GB","1.00",21
"Rapier",NA,"GB",NA,NA
"Raymond","male","GB","1.00",76
"Rebecca","female","GB","0.99",554
"Reeves",NA,"GB",NA,NA
"Reg","male","GB","1.00",10
"Reiss",NA,"GB",NA,NA
"Rex","male","GB","1.00",5
"Richard","male","GB","1.00",882
"Ridley",NA,"GB",NA,NA
"Robert","male","GB","1.00",633
"Robin","male","GB","0.84",153
"Robyn","female","GB","0.99",78
"Roger","male","GB","0.98",106
"Roland","male","GB","1.00",12
"Ron","male","GB","1.00",64
"Ronald","male","GB","1.00",36
"Rory","male","GB","1.00",69
"Rosalind","female","GB","1.00",22
"Ross","male","GB","0.99",201
"Rowe",NA,"GB",NA,NA
"Rowland","male","GB","1.00",5
"Roy","male","GB","1.00",92
"Russell","male","GB","1.00",99
"Ryan","male","GB","0.99",481
"S","male","GB","1.00",11
"Sally","female","GB","1.00",290
"Sam","male","GB","0.75",858
"Same",NA,"GB",NA,NA
"Samuel","male","GB","1.00",133
"Sandra","female","GB","1.00",218
"Sarah","female","GB","1.00",1739
"Scott","male","GB","1.00",519
"Scottie","male","GB","1.00",3
"Sebastian","male","GB","1.00",55
"Sheila","female","GB","1.00",82
"Simon","male","GB","1.00",764
"Sir","male","GB","1.00",1
"Sister",NA,"GB",NA,NA
"Spencer","male","GB","1.00",33
"Stanley","male","GB","1.00",12
"Stephen","male","GB","1.00",686
"Steve","male","GB","1.00",776
"Steven","male","GB","1.00",470
"Stuart","male","GB","0.99",342
"Studio",NA,"GB",NA,NA
"Su","female","GB","0.80",10
"Sue","female","GB","0.99",510
"Sybil","female","GB","0.67",3
"Sylvia","female","GB","1.00",84
"T",NA,"GB",NA,NA
"Tacita",NA,"GB",NA,NA
"Terence","male","GB","1.00",43
"Terry","male","GB","0.96",200
"Test",NA,"GB",NA,NA
"The",NA,"GB",NA,NA
"Theyre",NA,"GB",NA,NA
"Thomas","male","GB","1.00",354
"Thompson","male","GB","1.00",1
"Throbbing",NA,"GB",NA,NA
"Tim","male","GB","1.00",456
"Tino","male","GB","1.00",20
